id,date,time,country,nearest_places,hazard_type,landslide_type,trigger,storm_name,fatalities,injuries,source_name,source_link,location_description,location_accuracy,landslide_size,photos_link,cat_src,cat_id,countryname,near,distance,adminname1,adminname2,population,countrycode,continentcode,key,version,tstamp,changeset_id,latitude,longitude,geolocation
2159,07/29/2010,,Vietnam,"Provincial Road 257, Bac Kan province",landslide,Landslide,Downpour,,0,,,http://vietnamnews.vnagency.com.vn/Miscellany/202068/Bac-Kan-landslides-cause-traffic-chaos-.html,,Known_within_50_km,Medium,,glc,2159,Vietnam,Bắc Kạn,10.16713,Bắc Kạn,,17701,VN,AS,SGbfUgKcU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,22.118300000000001,105.74120000000001,"(22.118300000000001, 105.74120000000001)"
2160,07/29/2010,2:00:00,China,"Guanshan Village, Sunan County, Gansu Province",landslide,Landslide,Downpour,,4,,,,,Known_within_10_km,Medium,,glc,2160,China,Xizhai,4.10855,Gansu Sheng,,0,CN,AS,h5aTUmcKU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,34.528100000000002,103.78530000000001,"(34.528100000000002, 103.78530000000001)"
2161,07/29/2010,,India,,landslide,Landslide,Downpour,,0,,,,,Known_within_10_km,Medium,,glc,2161,India,Uttarkāshi,2.02811,Uttarakhand,,17123,IN,AS,S5pQmnBBU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,30.746700000000001,78.451700000000002,"(30.746700000000001, 78.451700000000002)"
2162,07/29/2010,,India,,landslide,Landslide,Downpour,,0,,,,,Known_within_10_km,Medium,,glc,2162,India,Pīpalkoti,8.750220000000001,Uttarakhand,Chamoli district,2000,IN,AS,S9JxyncQW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,30.4054,79.342600000000004,"(30.4054, 79.342600000000004)"
2163,07/29/2010,,India,"Maram area in Senapati district, National Highway 39",landslide,Landslide,Downpour,,0,,,,,Known_within_5_km,Medium,,glc,2163,India,Kohima,28.26285,Nāgāland,,92113,IN,AS,SGoT7gBcU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,25.419599999999999,94.105400000000003,"(25.419599999999999, 94.105400000000003)"
2164,07/29/2010,Night,India,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",landslide,Landslide,Downpour,,0,,,,,Known_within_25_km,Medium,,glc,2164,India,Phek,39.511859999999999,Manipur,,15118,IN,AS,sGCyWgcB4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,25.3098633,94.48214677,"(25.3098633, 94.48214677)"
2165,07/29/2010,,India,"Shakthinagar, Mangalore",landslide,Landslide,Downpour,,0,,,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL",,Known_within_10_km,Medium,,glc,2165,India,Mangalore,3.01848,Karnataka,,417387,IN,AS,D94JZTdc4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,12.896000000000001,74.873500000000007,"(12.896000000000001, 74.873500000000007)"
2166,07/29/2010,,India,"Highway 53 at Tupul, Tamenglong district",landslide,Landslide,Downpour,,0,,,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL",,Known_within_10_km,Medium,,glc,2166,India,Mahur,45.334859999999999,Assam,,7176,IN,AS,SGSe7gQQ4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,24.9786,93.502700000000004,"(24.9786, 93.502700000000004)"
2167,07/29/2010,Early Morning,Nepal,"Jawang, Jogimara VDC-2, Prithvi highway between Muglin and Naubise",landslide,Landslide,Continuous_Rain,,,,Himalayan Times,http://www.thehimalayantimes.com/fullNews.php?headline=Landslides+leave+Prithivi+Highway+traffic+at+standstill+&NewsID=251511&a=3,Above_road,Known_within_5_km,Medium,,glc,2167,Nepal,Bharatpur,28.90701,Central Region,Nārāyanī Zone,107157,NP,AS,SJr53kKQW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,27.807660850000001,84.695707440000007,"(27.807660850000001, 84.695707440000007)"
2168,07/29/2010,,Pakistan,"Chokti, road between Srinagar and Muzaffarabad, Kashmir",landslide,Landslide,Downpour,,,,Unknown,,Above_road,Known_within_10_km,Medium,,glc,2168,Pakistan,Muzaffarābād,26.801169999999999,Azad Kashmir,,725000,PK,AS,D9-PkTmQU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,34.119012660000003,73.876464069999997,"(34.119012660000003, 73.876464069999997)"
2169,07/29/2010,,Pakistan,Ghizer,landslide,Landslide,Downpour,,0,,,,,Unknown,Medium,,glc,2169,Pakistan,Dasu,56.143979999999999,Khyber Pakhtunkhwa,,0,PK,AS,sGeYEXFyds,2,Thu Sep 11 2014 17:45:20 GMT+0000 (UTC),4036849556,35.797199999999997,73.3185,"(35.797199999999997, 73.3185)"
2170,07/29/2010,,Pakistan,Hunza-Nagar,landslide,Landslide,Downpour,,0,,,,,Known_within_25_km,Medium,,glc,2170,Pakistan,Barishāl,27.923639999999999,Gilgit-Baltistan,,2005,PK,AS,s9GRVxdTmh,2,Thu Sep 11 2014 17:44:36 GMT+0000 (UTC),2099575400,36.501100000000001,74.889899999999997,"(36.501100000000001, 74.889899999999997)"
2171,07/29/2010,,Pakistan,Astore,landslide,Landslide,Downpour,,0,,,,,Known_within_5_km,Medium,,glc,2171,Pakistan,Īdgāh,1.41352,Gilgit-Baltistan,,0,PK,AS,D5k5TxmfmS,2,Thu Sep 11 2014 17:43:26 GMT+0000 (UTC),3433121506,35.352600000000002,74.868300000000005,"(35.352600000000002, 74.868300000000005)"
2172,07/29/2010,,Pakistan,Baltistan,landslide,Landslide,Downpour,,0,,,,,Known_within_25_km,Medium,,glc,2172,Pakistan,Skārdu,7.76752,Gilgit-Baltistan,,2100,PK,AS,h50R561rms,2,Mon Sep 15 2014 19:03:59 GMT+0000 (UTC),261345965,35.358499999999999,75.635499999999993,"(35.358499999999999, 75.635499999999993)"
2173,07/29/2010,,Pakistan,"Bisham, Shangla district",landslide,Landslide,Rain,,17,,,,,Known_within_25_km,Large,,glc,2173,Pakistan,Alpūrai,12.056290000000001,Khyber Pakhtunkhwa,,0,PK,AS,s9gTNymQU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,35.011099999999999,72.705600000000004,"(35.011099999999999, 72.705600000000004)"
2174,07/30/2010,9:30:00,Costa Rica,Ruta 27 between kilometres 49 and 50,landslide,Landslide,Rain,,0,,La Fortuna,https://lafortunatimes.wordpress.com/2010/07/30/landslide-caused-closure-of-san-jose-caldera-for-most-of-the-day-friday/,Above_road,Known_within_25km,Medium,"https://i0.wp.com/www.insidecostarica.com/dailynews/2010/july/30/57454_derrumbe-caldera30.jpg,http://www.insidecostarica.com/dailynews/2010/july/31/57517_derrumbe30.jpg",glc,2174,Costa Rica,Desamparados,4.24199,Alajuela,,14448,CR,NA,s5bH8iXp4h,2,Sun Feb 22 2015 23:24:32 GMT+0000 (UTC),3400138351,9.927099999999999,-84.456800000000001,"(9.9270999999999994, -84.456800000000001)"
2175,07/30/2010,,Colombia,Sierra Nevada de Santa Marta,landslide,Mudslide,Downpour,,0,,,,,Known_within_50_km,Medium,,glc,2175,Colombia,Ciénaga,51.841250000000002,Magdalena,,88311,CO,SA,hJ65Ltmc7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,11.0029,-73.773300000000006,"(11.0029, -73.773300000000006)"
2176,07/30/2010,Afternoon,India,"Amboli, Belagum, 1.5 km from main waterfalls",landslide,Landslide,Rain,,0,,,,,Known_within_5_km,Medium,,glc,2176,India,Sāvantvādi,19.34853,Maharashtra,,23384,IN,AS,h5nwkfdK7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,15.951700000000001,73.995800000000003,"(15.951700000000001, 73.995800000000003)"
2177,07/30/2010,,India,"Amboli ghat in Sindhdurg, Konkan",landslide,Landslide,Downpour,,0,,,,,Known_within_5_km,Medium,,glc,2177,India,Sāvantvādi,16.27872,Maharashtra,,23384,IN,AS,SG2flTgK7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,15.949,73.966700000000003,"(15.949, 73.966700000000003)"
2178,07/30/2010,,Pakistan,"Olandar village, Khyber-Pakhtunkhwa province",landslide,Landslide,Downpour,,49,,,,,Known_within_10_km,Large,,glc,2178,Pakistan,Alpūrai,18.059380000000001,Khyber Pakhtunkhwa,,0,PK,AS,D5XfIyFQ4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,35.048999999999999,72.754099999999994,"(35.048999999999999, 72.754099999999994)"
2179,07/31/2010,18:46:00,United States,"Redstone Boulevard in Redstone, CO",landslide,Mudslide,Rain,,0,,,,,Known_within_5_km,Medium,,glc,2179,United States,Carbondale,23.830310000000001,Colorado,Garfield,6427,US,NA,h9g2SGFQU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,39.188299999999998,-107.2341,"(39.188299999999998, -107.2341)"
2180,07/31/2010,Early Morning,India,"Padil, NH - 48",landslide,Landslide,Downpour,,0,,,,,Known_within_5_km,Medium,,glc,2180,India,Mangalore,6.02638,Karnataka,,417387,IN,AS,D98SPqFQ7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,12.871499999999999,74.886200000000002,"(12.871499999999999, 74.886200000000002)"
2181,07/31/2010,18:20:00,India,"Milimd Nagar slum, Ghatkopar area in suburban Mumbai",landslide,Landslide,Downpour,,0,0,Times of India,http://timesofindia.indiatimes.com/city/mumbai/Heavy-rains-cause-landslide-in-suburban-Mumbai/articleshow/6241961.cms,Urban_area,Known_within_1km,Medium,,glc,2181,India,Powai,2.15021,Maharashtra,,20000,IN,AS,DGXh39VgAM,2,Wed Jan 06 2016 21:12:06 GMT+0000 (UTC),2619379963,19.128699999999998,72.888900000000007,"(19.128699999999998, 72.888900000000007)"
2182,07/31/2010,Morning,India,Dimapur-Imphal highway (NH 39) near Manipur,landslide,Landslide,Rain,,0,,,,,Known_within_25_km,Medium,,glc,2182,India,Imphal,17.364820000000002,Manipur,,223523,IN,AS,S5twWFcBW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,24.935600000000001,93.844300000000004,"(24.935600000000001, 93.844300000000004)"
2183,07/31/2010,,India,NH-22 near Taradevi,landslide,Landslide,Downpour,,0,,,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL",Deforested_slope,Known_within_10_km,Medium,,glc,2183,India,Jutogh,4.11262,Himachal Pradesh,,2467,IN,AS,sGSjS8cBU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,31.0655,77.132499999999993,"(31.0655, 77.132499999999993)"
2184,07/31/2010,7:30:00,Japan,"JR Iwaizumi Line, Iwaizumi, Iwate Prefecture",landslide,Mudslide,Downpour,,0,,,,,Known_within_5_km,Medium,,glc,2184,Japan,Miyako,27.396540000000002,Iwate,,51721,JP,AS,sJKeUgBKU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,39.840299999999999,141.77199999999999,"(39.840299999999999, 141.77199999999999)"
2185,08/01/2010,2:30:00,United States,"Clohsey Lake Road, Leadville, CO",landslide,Mudslide,Downpour,,0,,,,,Known_within_5_km,Medium,,glc,2185,United States,Leadville,20.97634,Colorado,Lake County,2602,US,NA,h51Ah9dc7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,39.067999999999998,-106.35380000000001,"(39.067999999999998, -106.35380000000001)"
2186,08/01/2010,19:30:00,United States,"Highway 89 near Birdseye, Utah",landslide,Mudslide,Rain,,0,,,,,Known_within_5_km,Small,,glc,2186,United States,Woodland Hills,13.47828,Utah,Utah County,1344,US,NA,SGC2QlxrmD,2,Mon Sep 15 2014 17:24:07 GMT+0000 (UTC),1549094855,39.924300000000002,-111.54430000000001,"(39.924300000000002, -111.54430000000001)"
2187,08/01/2010,,Nepal,"Dana village, Myagdi",landslide,Landslide,Downpour,,0,,,,,Known_within_10_km,Medium,,glc,2187,Nepal,Chitre,14.338340000000001,Western Region,Dhawalāgiri Zone,2860,NP,AS,sGaq4kQB4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,28.54,83.62,"(28.54, 83.62)"
2188,08/01/2010,,Pakistan,"Jaglot(Juglot) valley on Karakoram highway, between Gilgit and Hunza-Nagar (location of Jaglot town conflicts with this)",landslide,Landslide,Downpour,,0,,,,,Known_within_25_km,Medium,,glc,2188,Pakistan,Gilgit,16.243829999999999,Gilgit-Baltistan,,10414,PK,AS,DGAEkydQ7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,36.063600000000001,74.286900000000003,"(36.063600000000001, 74.286900000000003)"
2189,08/02/2010,15:30:00,Trinidad and Tobago,"Hassanali Street, Richplain, Diego Martin ",landslide,Mudslide,Downpour,,0,,,,,Known_within_5_km,Medium,,glc,2189,Trinidad and Tobago,Petit Valley,4.33904,Diego Martin,,8140,TT,NA,hG0q7udB7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,10.713699999999999,-61.570500000000003,"(10.713699999999999, -61.570500000000003)"
2190,08/02/2010,,Thailand,"Mab Kang-Kow and Bang-Bow, Chang Island",landslide,Mudslide,Downpour,,0,,,,,Known_within_10_km,Medium,,glc,2190,Thailand,Ko Chang Tai,6.50753,Trat,,2346,TH,AS,h9e_WgBQU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,11.9773,102.31829999999999,"(11.9773, 102.31829999999999)"
2191,08/02/2010,,Mexico,Mexico City,landslide,Mudslide,Construction,,2,,,,,Known_within_15_km,Medium,,glc,2191,Mexico,Mexico City,0.15208,The Federal District,,12294193,MX,NA,S9sVZWJ_Fh,2,Fri Sep 12 2014 14:03:57 GMT+0000 (UTC),660295404,19.427,-99.127600000000001,"(19.427, -99.127600000000001)"
2192,08/02/2010,,Nepal,"Sipirang river(?), Dolakha district",landslide,Mudslide,Downpour,,6,,,http://www.monstersandcritics.com/news/southasia/news/article_1575057.php/Six-die-in-Nepal-landslides-scores-displaced,,Known_within_50_km,Medium,,glc,2192,Nepal,Kodāri,32.81897,,,1600,NP,AS,D9Ub38QKU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,27.6661,86.033199999999994,"(27.6661, 86.033199999999994)"
2193,08/03/2010,,Trinidad and Tobago,"Santa Cruz, near Trinidad Yacht Club",landslide,Landslide,Downpour,,0,,,,,Known_within_5_km,Small,,glc,2193,Trinidad and Tobago,Petit Valley,6.95807,Diego Martin,,8140,TT,NA,D5rV7uFQ4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,10.7163,-61.471899999999998,"(10.7163, -61.471899999999998)"
2194,08/03/2010,,Colombia,"Teorama, Norte de Santander",landslide,Complex,Downpour,,4,,,,,Known_within_5_km,Medium,,glc,2194,Colombia,San Calixto,7.85369,Norte de Santander,,2080,CO,SA,hGSNRtmBW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,8.441800000000001,-73.266499999999994,"(8.4418000000000006, -73.266499999999994)"
2195,08/03/2010,3:00:00,China,"Baihe County of Ankang City, Shaanxi Province",landslide,Complex,Downpour,,7,,,,,Known_within_5_km,Medium,,glc,2195,China,Yangwei,7.73986,Hubei,,0,CN,AS,DGOa7gQK4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,32.809100000000001,110.1125,"(32.809100000000001, 110.1125)"
2196,08/03/2010,Morning,Nepal,"Madi River, Thumkodanda-9(Thumakodada), Sildjure(Sildujure), Kaski",landslide,Mudslide,Downpour,,4,,,,,Known_within_5_km,Medium,,glc,2196,Nepal,Pokhara,12.916550000000001,Western Region,Gandakī Zone,200000,NP,AS,DJAlv8Kc4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,28.259799999999998,84.099900000000005,"(28.259799999999998, 84.099900000000005)"
2197,08/04/2010,6:15:00,United States,1 mile south of Entiat along Highway 97A,landslide,Mudslide,Rain,,0,,Sky Valley Chronicle News,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwjP_OD236fKAhWCNT4KHchlDQcQFggdMAA&url=http%3A%2F%2Fwww.skyvalleychronicle.com%2F%3Ft%3Dnews_article_list%26nhr17599%3D20%26nhc17599%3D780%26ncid%3D4%26nalr%3D5%26nalc%3D11510&usg=AFQjCNGqz5Eyf5abPzWBprO__15RpiyiOQ&sig2=HxtT6OpWgUZSY4rY2GLIPw,Burned_area,Known_within_1_km,Medium,,glc,2197,United States,Entiat,1.8086,Washington,Chelan County,1112,US,NA,D5EVCwcrAI,2,Wed Jan 13 2016 21:42:13 GMT+0000 (UTC),2463601718,47.6736,-120.2304,"(47.6736, -120.2304)"
2198,08/04/2010,,India,"Baralacha La and Rahni Nallah, Himachal Pradesh along Manali – Leh highway",landslide,Landslide,Downpour,,0,,,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL",,Known_within_10_km,Medium,,glc,2198,India,Kyelang,41.909959999999998,Himachal Pradesh,,14182,IN,AS,hJ6SNlQc4,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,32.757100000000001,77.413799999999995,"(32.757100000000001, 77.413799999999995)"
2199,08/05/2010,13:45:00,Trinidad and Tobago,"Western Main Road near Alcoa plant, outside Chaguaramas ",landslide,Landslide,Downpour,,0,,,,,Known_within_5_km,Small,,glc,2199,Trinidad and Tobago,Mucurapo,7.24469,City of Port of Spain,,4342,TT,NA,sJhq7umcU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,10.685700000000001,-61.5989,"(10.685700000000001, -61.5989)"
2200,08/05/2010,,United States,"Lakeshore Trail in the Lake Chelan National Recreation Area, WA",landslide,Debris_Flow,Downpour,,0,,,,,Known_within_5_km,Small,,glc,2200,United States,Granite Falls,52.259659999999997,Washington,Chelan County,2868,US,NA,SGBEJ-tB7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,48.271900000000002,-120.6228,"(48.271900000000002, -120.6228)"
2201,08/05/2010,,India,"Darjeeling district, West Bengal, Toy Train route",landslide,Landslide,Downpour,,0,,,,,Known_within_5_km,Medium,,glc,2201,India,Dārjiling,0.51321,Bengal,,123797,IN,AS,DJ1jGZcKW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,27.0366,88.263000000000005,"(27.0366, 88.263000000000005)"
2202,08/05/2010,Early Morning,India,"Basantpur or Gouchar village (two conflicting sources), Chamoli district",landslide,Landslide,Downpour,,5,,,,,Known_within_25_km,Medium,,glc,2202,India,Pīpalkoti,9.41328,Uttarakhand,Chamoli district,2000,IN,AS,DGA_TlQcW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,30.4068,79.335099999999997,"(30.4068, 79.335099999999997)"
2203,08/05/2010,,Pakistan,"hydel power station(?), Naltar, Gilgit-Baltistan",landslide,Landslide,Downpour,,0,,,,,Known_within_10_km,Medium,,glc,2203,Pakistan,Gilgit,32.042540000000002,Gilgit-Baltistan,,10414,PK,AS,S9wrnTgKW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,36.178800000000003,74.158000000000001,"(36.178800000000003, 74.158000000000001)"
2204,08/06/2010,11:00:00,Trinidad and Tobago,"La Canoa Road, Santa Cruz",landslide,Landslide,Downpour,,1,,,,,Known_within_5_km,Medium,,glc,2204,Trinidad and Tobago,Laventille,7.37181,San Juan/Laventille,,157258,TT,NA,s9NOWudQW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,10.693300000000001,-61.448399999999999,"(10.693300000000001, -61.448399999999999)"
2205,08/06/2010,,India,"Dawrpui Vengthar cemetary, Aizwal, Mizoram",landslide,Landslide,Downpour,,0,,,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL",,Known_within_1_km,Medium,,glc,2205,India,Aizawl,0.90276,Mizoram,,265331,IN,AS,s5iwWgKQ7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,23.736499999999999,92.714600000000004,"(23.736499999999999, 92.714600000000004)"
2206,08/06/2010,0:30:00,India,"villages Shapoo(?), Bazgo(?) and wide area around Leh, Ladakh, Jammu and Kashmir",landslide,Landslide,Downpour,,234,,,,,Known_within_50_km,Very_large,,glc,2206,India,Leh,9.308070000000001,Kashmir,,37475,IN,AS,sJdWgzgfFs,2,Thu Sep 11 2014 17:42:30 GMT+0000 (UTC),2875400958,34.141599999999997,77.487099999999998,"(34.141599999999997, 77.487099999999998)"
2207,08/06/2010,0:30:00,India,"Sabu(Saboo) village, Leh, Ladakh, Jammu and Kashmir",landslide,Landslide,Downpour,,11,,,,,Known_within_5_km,Large,,glc,2207,India,Leh,6.70396,Kashmir,,37475,IN,AS,hJm9hVFTgh,2,Thu Sep 11 2014 17:40:27 GMT+0000 (UTC),1241135486,34.148099999999999,77.653800000000004,"(34.148099999999999, 77.653800000000004)"
2208,08/06/2010,0:15:00,India,"Nimoo(Nimu)(Nimmoo) village, Leh, Ladakh, Jammu and Kashmir",landslide,Landslide,Downpour,,182,,,,,Known_within_5_km,Large,,glc,2208,India,Leh,22.145399999999999,Kashmir,,37475,IN,AS,h56P4g21dh,2,Mon Sep 15 2014 19:29:46 GMT+0000 (UTC),3268302947,34.211599999999997,77.350399999999993,"(34.211599999999997, 77.350399999999993)"
2209,08/06/2010,0:30:00,India,"Phyang village, Leh, Ladakh, Jammu and Kashmir",landslide,Landslide,Downpour,,0,,,,,Known_within_5_km,Large,,glc,2209,India,Leh,8.31461,Kashmir,,37475,IN,AS,hJRmIadEFh,2,Tue Sep 16 2014 14:04:42 GMT+0000 (UTC),1164410065,34.207999999999998,77.510099999999994,"(34.207999999999998, 77.510099999999994)"
2210,08/06/2010,0:30:00,India,"Leh airport, Ladakh, Jammu and Kashmir",landslide,Landslide,Downpour,,0,,,,,Known_within_5_km,Large,,glc,2210,India,Leh,2.89938,Kashmir,,37475,IN,AS,SJfxwegydD,2,Thu Sep 11 2014 17:37:18 GMT+0000 (UTC),3422427377,34.161900000000003,77.552800000000005,"(34.161900000000003, 77.552800000000005)"
2211,08/06/2010,0:30:00,India,"Ney village, Ladakh, Jammu and Kashmir",landslide,Landslide,Downpour,,0,,,,,Known_within_5_km,Large,,glc,2211,India,Leh,28.41985,Kashmir,,37475,IN,AS,sGtnV2f1FS,2,Mon Sep 15 2014 14:41:45 GMT+0000 (UTC),4103859683,34.306100000000001,77.326499999999996,"(34.306100000000001, 77.326499999999996)"
2212,08/06/2010,0:30:00,India,"eastern edge of Leh city, Ladakh, Jammu and Kashmir",landslide,Landslide,Downpour,,0,,,,,Known_within_5_km,Large,,glc,2212,India,Leh,2.22404,Kashmir,,37475,IN,AS,D5UmK_Fymh,2,Thu Sep 11 2014 17:35:54 GMT+0000 (UTC),608104327,34.148200000000003,77.597099999999998,"(34.148200000000003, 77.597099999999998)"
2213,08/06/2010,0:30:00,India,"Choglamsar(Choklamsar) village, Jammu and Kashmir",landslide,Mudslide,Downpour,,0,,,,,Known_within_5_km,Very_large,,glc,2213,India,Leh,5.95852,Kashmir,,37475,IN,AS,SJ4St_gqdS,2,Thu Sep 11 2014 17:34:56 GMT+0000 (UTC),1684446679,34.111400000000003,77.587400000000002,"(34.111400000000003, 77.587400000000002)"
2214,08/06/2010,,India,,landslide,Landslide,Downpour,,0,,,,,Known_within_15_km,Medium,,glc,2214,India,Dārjiling,0.60669,Bengal,,123797,IN,AS,S5TYJPBc7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,27.037500000000001,88.262699999999995,"(27.037500000000001, 88.262699999999995)"
2215,08/06/2010,1:00:00,India,Manali-Chandigarh highway,landslide,Landslide,Downpour,,0,,,,,Known_within_25_km,Medium,,glc,2215,India,Manāli,14.305569999999999,Himachal Pradesh,,8341,IN,AS,SGXLDkcQU,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,32.371000000000002,77.246799999999993,"(32.371000000000002, 77.246799999999993)"
2216,08/06/2010,,Pakistan,"Gircha and Sarteez(Sartiz) villages, Gojal Tehsil, gilgit-baltistan",landslide,Landslide,Downpour,,0,,,,,Known_within_5_km,Medium,,glc,2216,Pakistan,Barishāl,41.154330000000002,Gilgit-Baltistan,,2005,PK,AS,hJqGufFKW,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,36.656700000000001,74.860900000000001,"(36.656700000000001, 74.860900000000001)"
2217,08/07/2010,Overnight,Honduras,El Retiro suburb in the extreme northwest of Tegucigalpa,landslide,Mudslide,Downpour,,3,,,,,Known_within_5_km,Medium,,glc,2217,Honduras,Tegucigalpa,2.21442,Francisco Morazán,,850848,HN,NA,h92JPJFK7,1,Tue Apr 01 2014 00:00:00 GMT+0000 (UTC),1,14.0783,-87.227000000000004,"(14.0783, -87.227000000000004)"
